impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-087336,A486823,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1508170,In Public Home,,Dog,Over 1 year,Female,Rottweiler,Black / Brown,01/27/2016 12:00:00 AM,Date Found,10400 35TH AVE SW,SEATTLE,WA,98146,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1508170,Image Copyright HLP Inc. 2016,"10400 35TH AVE SW
SEATTLE, WA 98146
(47.509259, -122.375863)","Description: SWEET FEMALE MEDIUM SIZE  ROTTIE. CALM TEMPERAMENT, SEEMS TO LIKE FEMALE VOICES, COMES WHEN CALLED AND CALMED.<p></p>Age: Over 1 year<p></p>Location Found: 10404 35th Ave. SW<p></p>Notes: <p></p>Found Date: 01/27/2016<p></p>Finder Address:  Seattle Wa 98146"
K16-087345,A486833,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1508350,In Public Home,,Dog,Under 1 year,Female,Rottweiler,Brown,01/27/2016 12:00:00 AM,Date Found,MILITARY RD S AND S 150TH ST.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1508350,Image Copyright HLP Inc. 2016,"MILITARY RD S AND S 150TH ST.
(47.468812, -122.289184)","Description: black with tan markings, white blaze on chest, looks like a rottweiler mix, sweet tempered female, approx one year old, timid, seems well cared for.  no collar or tags.<p></p>Age: Under 1 year<p></p>Location Found: Military Rd S and S 150th st.<p></p>Notes: <p></p>Found Date: 01/27/2016<p></p>Finder Address:  Tukwila WA 98188"
K16-087448,A487172,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510459,LOST,Cosmo,Cat,Over 1 year,Male,Himalayan,Unknown,01/27/2016 12:00:00 AM,Date Lost,10642 14TH AVE SW CORONADO SPRINGS APTS.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510459,Image Copyright HLP Inc. 2016,"10642 14TH AVE SW CORONADO SPRINGS APTS.
(40.637301, -76.946276)","Description: male siamese, ragdoll, himilayan mix. has blue eyes, tufts of hair between his toes, long ear hair and long thick fluffy fur in general. Tabby like pattern on head white fur with tan, grey and light brown faded in. a little over a year old not fixed.<p></p>Age: Over 1 year<p></p>Location Lost: 10642 14th ave sw Coronado Springs Apts.<p></p>Notes: he is my companion animal and i am Lost without him. he is a male siamese, ragdoll, himilayan mix. he has blue eyes, tufts of hair between his toes, long ear hair and long thick fluffy fur in general.<p></p>Lost Date: 01/27/2016<p></p>"
K16-087488,A487343,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1511842,LOST,Cato,Dog,Over 1 year,Male,Rottweiler,Unknown,01/27/2016 12:00:00 AM,Date Lost,PACIFIC AND RAINIER,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1511842,Image Copyright HLP Inc. 2016,"PACIFIC AND RAINIER
(47.171632, -122.598743)",Description: <p></p>Age: Over 1 year<p></p>Location Lost: Pacific and Rainier<p></p>Notes: <p></p>Lost Date: 01/27/2016<p></p>
K16-087326,A486796,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1507976,In Public Home,,Dog,Under 1 year,Male,Labrador Retriever,Black,01/27/2016 12:00:00 AM,Date Found,HWY 18 AND I-90,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1507976,Image Copyright HLP Inc. 2016,"HWY 18 AND I-90
(41.467033, -83.305961)",Description: Super friendly young black lab mix. Has a small white patch on his sternum. Dropped off at the Kent Shelter around 5:00 am<p></p>Age: Under 1 year<p></p>Location Found: Hwy 18 and I-90<p></p>Notes: <p></p>Found Date: 01/27/2016<p></p>Finder Address:  Snoqualmie WA 98065
K16-087388,A479474,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A479474,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Ash,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Gray,01/27/2016 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A479474,Image Copyright HLP Inc. 2016,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.679306, -122.179979)","Received on: 2016-01-27<p></p> Description: Gray<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p> Adoption Fee: $100.00<p></p>"
K16-087325,A486795,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1507889,LOST,Nick Nick,Dog,Over 1 year,Male,Border Collie,Unknown,01/26/2016 12:00:00 AM,Date Lost,464 SO 282 ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1507889,Image Copyright HLP Inc. 2016,"464 SO 282 ST
","Description: He has a white spot on his right hip in the middle of the black marking.  He weighs approx. 90#, he is neutered male that George Gibson, my deceased husband got for me at  the kent animal shelter, he has a microchip- don't know the number.<p></p>Age: Over 1 year<p></p>Location Lost: 464 so 282 st<p></p>Notes: he is a BIG border collie. He seems to have cataracts, is having trouble with his eyes.    Black and white typical border collie markings.  almost 10.  I love my dog. Please help me find my puppy.<p></p>Lost Date: 01/26/2016<p></p>"
K16-087332,A486801,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1508060,LOST,Teddy,Dog,Over 1 year,Male,Maltese,Unknown,01/26/2016 12:00:00 AM,Date Lost,17500 147TH AVE SE,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1508060,Image Copyright HLP Inc. 2016,"17500 147TH AVE SE
RENTON, WA 98058
(47.445035, -122.143604)","Description: Teddy is a golden/beige colored, male, Maltese Lhasa Apso mix. He weighs about 14lbs and he's around 10 years old. He has drop ears, a pink and black nose, and a medium length tail.<p></p>Age: Over 1 year<p></p>Location Lost: 17520 147th Avenue SE<p></p>Notes: Teddy went missing around 9:00pm on 1/26/2016 in the Fairwood neighborhood of Renton, WA. He was not wearing a collar at the time he went missing, but he is microchipped.<p></p>Lost Date: 01/26/2016<p></p>"
K16-087430,A487078,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510100,LOST,Hvostik,Cat,Over 1 year,Male,Domestic Mediumhair,Unknown,01/26/2016 12:00:00 AM,Date Lost,500 208TH AVE NE,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510100,Image Copyright HLP Inc. 2016,"500 208TH AVE NE
SAMMAMISH, WA 98074
(47.614074, -122.062505)",Description: No collar. Black cat with medium to long hair. Has small white spot on his neck.<p></p>Age: Over 1 year<p></p>Location Lost: 506 208TH AVE NE<p></p>Notes: Black cat with small white spot on the neck.<p></p>Hair is medium to long..<p></p>Lost Date: 01/26/2016<p></p>
K16-087347,A486867,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1508497,LOST,Diesel,Dog,Over 1 year,Male,Pit Bull,Unknown,01/26/2016 12:00:00 AM,Date Lost,120TH AND ROSEBURG,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1508497,Image Copyright HLP Inc. 2016,"120TH AND ROSEBURG
",Description: Very friendly!<p></p>Age: Over 1 year<p></p>Location Lost: 120th and Roseburg<p></p>Notes: Brown with a white chest<p></p>Lost Date: 01/26/2016<p></p>
K16-087320,A486790,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1507831,LOST,Molly,Dog,Over 1 year,Female,Pit Bull,Unknown,01/25/2016 12:00:00 AM,Date Lost,12200 24TH AVE S,BURIEN,WA,98168,BURIEN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1507831,Image Copyright HLP Inc. 2016,"12200 24TH AVE S
BURIEN, WA 98168
(47.493285, -122.302108)",Description: <p></p>Age: Over 1 year<p></p>Location Lost: 12235 24th ave S<p></p>Notes: She is chipped but not sure of #<p></p>Lost Date: 01/25/2016<p></p>
K16-087293,A486661,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1506252,In Public Home,,Dog,Unknown,,Australian Shepherd,Unknown,01/25/2016 12:00:00 AM,Date Found,26200 33RD AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1506252,Image Copyright HLP Inc. 2016,"26200 33RD AVE S
KENT, WA 98032
(47.366301, -122.290663)","Description: 2 dogs, have a tag with a phone number, called twice left a message. both appear to be some kind of blue healer/shepherd mixes. can't keep them in my back yard.<p></p>Age: Unknown<p></p>Location Found: 26228 33rd ave s<p></p>Notes: <p></p>Found Date: 01/25/2016<p></p>Finder Address:  kent Wa 98032"
K16-087315,A486741,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1506659,In Public Home,,Cat,Over 1 year,Female,American Shorthair,Black / White,01/25/2016 12:00:00 AM,Date Found,10700 68TH PL S,SEATTLE,WA,98178,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1506659,Image Copyright HLP Inc. 2016,"10700 68TH PL S
SEATTLE, WA 98178
(47.504307, -122.248422)","Description: Not spayed, tuxedo but will be soon, only 6 pounds, about 1-2-years-old, no microchip originally but now has one that we had put in, skittish, very dirty fur and has been outside a while. Trapped whileon our lot looking for Jack.<p></p>Age: Over 1 year<p></p>Location Found: 10730 68th Pl S<p></p>Notes: <p></p>Found Date: 01/25/2016<p></p>Finder Address:  Seattle WA 98178"
K16-087758,A488113,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1517751,LOST,Kirby,Dog,Over 1 year,Male,Golden Retriever,Unknown,01/25/2016 12:00:00 AM,Date Lost,2000 166TH STREET CT E,SPANAWAY,WA,98387,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1517751,Image Copyright HLP Inc. 2016,"2000 166TH STREET CT E
SPANAWAY, WA 98387
(47.105432, -122.402396)",Description: Friendly<p></p>Age: Over 1 year<p></p>Location Lost: 2008 166th St Ct E<p></p>Notes: Dog answers to kirby<p></p>Lost Date: 01/25/2016<p></p>
K16-087346,A486862,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1508487,In Public Home,,Dog,Over 1 year,Male,German Shepherd,Black / Brown,01/24/2016 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1508487,Image Copyright HLP Inc. 2016,,"Description: Found an un-neutered German Shepherd hit by a car on highway 18 between Auburn Black Diamond Rd and Kent Kangley. He had passed away by the time I Found him, and he wasn't tagged or chipped. He was wearing a plastic collar with a metal loop.<p></p>Age: Over 1 year<p></p>Location Found: No Location Given<p></p>Notes: <p></p>Found Date: 01/24/2016<p></p>Finder Address:  Kent Wa 98042"
K16-087308,A486702,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1506452,LOST,Minka,Rodent,Under 1 year,Female,Rodent,Unknown,01/24/2016 12:00:00 AM,Date Lost,6800 S 120TH PL,SEATTLE,WA,98178,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1506452,Image Copyright HLP Inc. 2016,"6800 S 120TH PL
SEATTLE, WA 98178
(47.495317, -122.248992)",Description: She has a brown patch on her face and 2 dots on her ear no collar<p></p>Age: Under 1 year<p></p>Location Lost: 6816 S 120th PL<p></p>Notes: Minka is a ferret with white fur on one of her ears she has 2 little dots she has a little brown patch on her face. Please help find her she as a brother and he's sad without her <p></p>Thank you.<p></p>Lost Date: 01/24/2016<p></p>
K16-087327,A486797,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1507987,LOST,Sylvester,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,01/23/2016 12:00:00 AM,Date Lost,49TH AVENUE SW & SW OREGON ST,SEATTLE,WA,98116,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1507987,Image Copyright HLP Inc. 2016,"49TH AVENUE SW &amp; SW OREGON ST
SEATTLE, WA 98116
","Description: Tuxedo colored. Black and White with white belly mostly black on top and head and black and white face. Yellow eyes. plaid collar. No tags.  About 13 pounds. He has one of those flabby stomach pouches that sways when walking. One missing fang tooth.<p></p>Age: Over 1 year<p></p>Location Lost: 49th Ave SW and Oregon Street, Seattle<p></p>Notes: Sylvester is Tuxedo colored cat. Black and White with white belly mostly black on top and head and black and white face. Yellow eyes. Wearing plaid collar. No tags.  Large cat approximately 13 pounds<p></p>Lost Date: 01/23/2016<p></p>"
K16-087487,A487342,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1511810,LOST,Ralphie,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,01/23/2016 12:00:00 AM,Date Lost,STONE AVE N AND N 161ST ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1511810,Image Copyright HLP Inc. 2016,"STONE AVE N AND N 161ST ST
(47.745732, -122.342459)","Description: Grey body with a white stomach, white paws, and a white strip on his face.<p></p>Age: Over 1 year<p></p>Location Lost: Stone Ave N and N 161st St<p></p>Notes: <p></p>Lost Date: 01/23/2016<p></p>"
K16-087281,A486586,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1505791,LOST,Eva,Dog,Under 1 year,Female,German Shepherd,Unknown,01/23/2016 12:00:00 AM,Date Lost,265TH ST IN GREENBELT/WOOD AREA,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1505791,Image Copyright HLP Inc. 2016,"265TH ST IN GREENBELT/WOOD AREA
",Description: BLACK AND TAN 6 MONTH OLD FEMALE WITH MOSTLY BLACK FACE AND BODY.<p></p>Age: Under 1 year<p></p>Location Lost: 265TH ST IN GREENBELT/WOOD AREA<p></p>Notes: BLACK AND TAN 6 MONTH OLD FEMALE WITH MOSTLY BLACK FACE AND BODY.<p></p>Lost Date: 01/23/2016<p></p>
K16-087285,A486590,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1505896,In Public Home,,Cat,Over 1 year,,Domestic Shorthair,White,01/23/2016 12:00:00 AM,Date Found,8200 SE 36TH ST,MERCER ISLAND,WA,98040,MERCER ISLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1505896,Image Copyright HLP Inc. 2016,"8200 SE 36TH ST
MERCER ISLAND, WA 98040
(47.578756, -122.229445)","Description: well cared for cats.  One orange tabby with bob tail,  one white, gray striped.<p></p>Age: Over 1 year<p></p>Location Found: 8205 SE 36th Street<p></p>Notes: <p></p>Found Date: 01/23/2016<p></p>Finder Address:  Mercer Island Wa 98040"
K16-087253,A486553,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1505442,LOST,Tucker,Dog,Over 1 year,Male,Pembroke Welsh Corgi,Unknown,01/22/2016 12:00:00 AM,Date Lost,96TH PLACE S. & S. 218TH STREET,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1505442,Image Copyright HLP Inc. 2016,"96TH PLACE S. &amp; S. 218TH STREET
",Description: TriColor Welsh Corgi. Round wood name tag with &quot;Tucker&quot; on one side and 206-850-8268 on the other side.<p></p>Age: Over 1 year<p></p>Location Lost: 96th Place S. &amp; S. 218th Street<p></p>Notes: <p></p>Lost Date: 01/22/2016<p></p>
K16-087251,A486551,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1505414,In Public Home,,Dog,Under 1 year,Female,Labrador Retriever,Unknown,01/20/2016 12:00:00 AM,Date Found,27900 144TH AVE SE,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1505414,Image Copyright HLP Inc. 2016,"27900 144TH AVE SE
KENT, WA 98042
(47.351159, -122.149631)","Description: Black lab Female , Found running loose at Black Diamond Baseball field.<p></p>Age: Under 1 year<p></p>Location Found: 27924 144th Ave SE<p></p>Notes: <p></p>Found Date: 01/20/2016<p></p>Finder Address:  Kent Wa 98042"
K16-087309,A486703,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1506458,LOST,Ollie,Cat,Over 1 year,Male,Domestic Longhair,Unknown,01/20/2016 12:00:00 AM,Date Lost,5622 230TH AVE (230TH AND 56TH),,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1506458,Image Copyright HLP Inc. 2016,"5622 230TH AVE (230TH AND 56TH)
",Description: Ollie is 9 year old orange and white longhair domestic.  He is a very friendly cat but will likely be very skittish since he is outdoors.<p></p>Age: Over 1 year<p></p>Location Lost: 5622 230th Ave (230th and 56th)<p></p>Notes: <p></p>Lost Date: 01/20/2016<p></p>
K16-087213,A486419,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504518,LOST,Tucker,Dog,Over 1 year,Male,Chihuahua - Long Haired,Unknown,01/19/2016 12:00:00 AM,Date Lost,3200 47TH AVE SW,SEATTLE,WA,98116,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504518,Image Copyright HLP Inc. 2016,"3200 47TH AVE SW
SEATTLE, WA 98116
(47.575129, -122.392106)","Description: small chi mix long hair, about 18 pounds. un neutered and very fast and afraid.<p></p>Age: Over 1 year<p></p>Location Lost: 3259 47th ave sw<p></p>Notes: Un-neutered. Very afraid.<p></p>Lost Date: 01/19/2016<p></p>"
K16-087204,A486399,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504408,LOST,Callie,Cat,Over 1 year,Female,Domestic Mediumhair,Unknown,01/19/2016 12:00:00 AM,Date Lost,182ND STREET & NE 58TH STREET,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504408,Image Copyright HLP Inc. 2016,"182ND STREET &amp; NE 58TH STREET
",Description: Female calico with white underbelly that sags.  <p></p>This picture is much younger than her estimated age of 6.<p></p>Age: Over 1 year<p></p>Location Lost: 182nd Street &amp; NE 58th Street<p></p>Notes: Calico - saggy belly skin<p></p>Lost Date: 01/19/2016<p></p>
K16-087183,A486276,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1503659,LOST,Lucky,Dog,Over 1 year,Female,Labrador Retriever,Unknown,01/18/2016 12:00:00 AM,Date Lost,13100 NE 145TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1503659,Image Copyright HLP Inc. 2016,"13100 NE 145TH PL
KIRKLAND, WA 98034
(47.733468, -122.166173)",Description: Mixed black labrador. Slim build. Black coat except for white feet. Droopy ears that go to the back. Old light green collar.<p></p>Age: Over 1 year<p></p>Location Lost: 13122 NE 145th PL<p></p>Notes: <p></p>Lost Date: 01/18/2016<p></p>
K16-087222,A486433,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504604,LOST,Taki,Cat,Over 1 year,Female,Domestic Shorthair,Unknown,01/18/2016 12:00:00 AM,Date Lost,32600 111TH PL SE,AUBURN,WA,98092,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504604,Image Copyright HLP Inc. 2016,"32600 111TH PL SE
AUBURN, WA 98092
(47.310011, -122.19294)",Description: She is very petite and constantly is scowling. She has the markings of a tortoise shell but it's greys and cream rather than black and brown. She is the love of my life and a REWARD will be offered upon her return.<p></p>Age: Over 1 year<p></p>Location Lost: 32615 111th PL SE<p></p>Notes: <p></p>Lost Date: 01/18/2016<p></p>
K16-087227,A486438,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504768,LOST,La Fonda,Cat,Over 1 year,Female,American Shorthair,Unknown,01/18/2016 12:00:00 AM,Date Lost,8400 135TH AVE SE,NEWCASTLE,WA,98059,NEWCASTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504768,Image Copyright HLP Inc. 2016,"8400 135TH AVE SE
NEWCASTLE, WA 98059
(47.528817, -122.163004)","Description: short black hair, golden green eyes and round head. on the shy side. belly hangs down, spayed<p></p>Age: Over 1 year<p></p>Location Lost: 8440 135th Ave SE<p></p>Notes: <p></p>Lost Date: 01/18/2016<p></p>"
K16-087512,A487375,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1512554,LOST,Garfield,Cat,Over 1 year,Female,Domestic Longhair,Unknown,01/18/2016 12:00:00 AM,Date Lost,11800 MILITARY RD S,BURIEN,WA,98168,BURIEN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1512554,Image Copyright HLP Inc. 2016,"11800 MILITARY RD S
BURIEN, WA 98168
(47.496606, -122.303591)","Description: Orange long hair cat, with white chest and feet with pink paws <p></p>He is a very nervous cat and was getting treated for gingivitis. <p></p>Has yellowish eyes and he is a heavy cat.<p></p>Age: Over 1 year<p></p>Location Lost: 11834 Military rd S, Seattle, WA, 98168<p></p>Notes: Orange long hair cat, with white chest.<p></p>He is a very nervous cat and was getting treated for gingivitis. <p></p>Has yellowish eyes.<p></p>Lost Date: 01/18/2016<p></p>"
K16-087192,A486378,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504136,LOST,Eva,Dog,Over 1 year,Female,Miniature Poodle,Unknown,01/18/2016 12:00:00 AM,Date Lost,86TH AVE NW AND NW 26TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504136,Image Copyright HLP Inc. 2016,"86TH AVE NW AND NW 26TH
(48.661309, -101.277317)","Description: Her coat is really thick now and is silvery black.  She is about 12 pounds, going a little blind in her eyes and has a cough like she is clearing her throat.  She has no tag (she just had a bath) but is microchipped.<p></p>Age: Over 1 year<p></p>Location Lost: 86th ave NW and NW 26th<p></p>Notes: Her coat is really thick now and is silvery black.  She is about 12 pounds, going a little blind in her eyes and has a cough like she is clearing her throat.  She has no tag (she just had a bath)<p></p>Lost Date: 01/18/2016<p></p>"
K16-087226,A486437,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1504746,LOST,Linda Ronsta,Cat,Over 1 year,Female,Domestic Shorthair,Unknown,01/18/2016 12:00:00 AM,Date Lost,900 HARRINGTON AVE NE,RENTON,WA,98056,RENTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1504746,Image Copyright HLP Inc. 2016,"900 HARRINGTON AVE NE
RENTON, WA 98056
(47.497009, -122.181615)","Description: No collar.  Microchipped.  Black/brown tabby 2 yrs old.  Feral cat, very skittish.<p></p>Age: Over 1 year<p></p>Location Lost: 950 Harrington Ave NE Renton WA 98056<p></p>Notes: She was last seen in the parking garage at 950 Harrington ave NE Renton apartments.  Animal control and police spotted her on 1/18/2016.  We think she is still in the parking garage.<p></p>Lost Date: 01/18/2016<p></p>"
K16-087182,A486275,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1503658,LOST,Kirah,Dog,Over 1 year,Female,Siberian Husky,Unknown,01/18/2016 12:00:00 AM,Date Lost,180TH AVENUE SE & SE 262ND PL,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1503658,Image Copyright HLP Inc. 2016,"180TH AVENUE SE &amp; SE 262ND PL
COVINGTON, WA 98042
","Description: she is White with really light blue eyes almost grey, she was wearing a purple collar with some squiggly multicolored lines.<p></p>Age: Over 1 year<p></p>Location Lost: 180th ST and 262nd PL<p></p>Notes: Kirah is shy and when people try to touch her she shys away.<p></p>Lost Date: 01/18/2016<p></p>"
